Field=#~Integer~#~50|Field=Designator~String~Designator~93|Field=Comment~String~Comment~156|Field=Description~String~Description~196|Field=Footprint~String~Footprint~146|Field=S.Description~String~S.Description~100|Field=Manufacturer 1~String~Manufacturer 1~99|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~99|Field=Supplier 1~String~Supplier 1~69|Field=Supplier Currency 1~String~Supplier Currency 1~52|Field=Supplier Stock 1~Integer~Supplier Stock 1~65|Field=Supplier Part Number 1~String~Supplier Part Number 1~147|Field=Quantity~Integer~Quantity~49|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~43|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~76|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~131|Field=Divider~String~Divider~100|ReportField=Currency~EUR|ReportField=ProductionQuantity~20|ReportField=ProjectFileName~N-DAP.PrjPcb|ReportField=ProjectFullPath~F:\n-blocks\n-dap\N-DAP.PrjPcb|ReportField=Title~PurchaseList.xlsx For Project [N-DAP.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~33|ReportField=ReportTime~09:26:15|ReportField=ReportDate~31/10/2017|ReportField=ReportDateTime~31/10/2017 09:26:15|ReportField=OutputName~PurchaseList.xlsx|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=OrderQty~20|ReportField=prj~n-DAP|ReportField=txt~"mbed-enable"|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~31/10/2017|ReportField=CurrentTime~09:23:55|ReportField=Date~|ReportField=DocumentFullPathAndName~F:\n-blocks\n-dap\N-DAP.SchDoc|ReportField=DocumentName~N-DAP.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~26/10/2017|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=0.05:XCorrection=1.00:YCorrection=1.00:PrintKind=0:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=7:PrintQuality=-3:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=12mm:PaperIndex=126|ReportField=ProjectName~N-DAP.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~1|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~N-DAP.PrjPcb|ReportField=DataSourceFullPath~F:\n-blocks\n-dap\N-DAP.PrjPcb|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|R1, R3, R4, R9, R14|10K|RESISTOR|0603_res_SMALL|Thick Film Resistors - SMD 0603 10Kohms 1% Tol|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF1002V%26seller%3DMouser%26sku%3D667-ERJ-3EKF1002V%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF1002V%26seller%3DMouser%26sku%3D667-ERJ-3EKF1002V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-3EKF1002V{URL.TIP}Manufacturer|Mouser|EUR|0|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF1002V%26seller%3DMouser%26sku%3D667-ERJ-3EKF1002V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERJ-3EKF1002V{URL.TIP}Supplier|5|100|0.005|0.5|1
12|R10|1.5K|RESISTOR|0603_res_SMALL|Thick Film Resistors - SMD 0603 1.5Kohms 1% Tol|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF1501V%26seller%3DMouser%26sku%3D667-ERJ-3EKF1501V%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF1501V%26seller%3DMouser%26sku%3D667-ERJ-3EKF1501V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-3EKF1501V{URL.TIP}Manufacturer|Mouser|EUR|0|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF1501V%26seller%3DMouser%26sku%3D667-ERJ-3EKF1501V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERJ-3EKF1501V{URL.TIP}Supplier|1|20|0.012|0.24|1
13|R12|0R|RESISTOR|0603_res_SMALL|Thick Film Resistors - SMD 0603 Zero Ohms|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3GEY0R00V%26seller%3DMouser%26sku%3D667-ERJ-3GEY0R00V%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3GEY0R00V%26seller%3DMouser%26sku%3D667-ERJ-3GEY0R00V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-3GEY0R00V{URL.TIP}Manufacturer|Mouser|EUR|987320|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3GEY0R00V%26seller%3DMouser%26sku%3D667-ERJ-3GEY0R00V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERJ-3GEY0R00V{URL.TIP}Supplier|1|20|0.01|0.2|1
14|R15|18K|RESISTOR|0603_res_SMALL|Thick Film Resistors - SMD 0603 18Kohms 5% Tol|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3GEYJ183V%26seller%3DMouser%26sku%3D667-ERJ-3GEYJ183V%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3GEYJ183V%26seller%3DMouser%26sku%3D667-ERJ-3GEYJ183V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-3GEYJ183V{URL.TIP}Manufacturer|Mouser|EUR|38924|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3GEYJ183V%26seller%3DMouser%26sku%3D667-ERJ-3GEYJ183V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERJ-3GEYJ183V{URL.TIP}Supplier|1|20|0.017|0.34|1
15|R2|680R|RESISTOR|0603_res_SMALL|Thin Film Resistors - SMD 1/16W 680ohm 0.5% 25ppm|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSusumu%26mpn%3DRR0816P-681-D%26seller%3DMouser%26sku%3D754-RR0816P-681D%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Susumu{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSusumu%26mpn%3DRR0816P-681-D%26seller%3DMouser%26sku%3D754-RR0816P-681D%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}RR0816P-681-D{URL.TIP}Manufacturer|Mouser|EUR|12252|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DSusumu%26mpn%3DRR0816P-681-D%26seller%3DMouser%26sku%3D754-RR0816P-681D%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}754-RR0816P-681D{URL.TIP}Supplier|1|20|0.043|0.86|1
16|R5, R7|470R|RESISTOR|0603_res_SMALL|Thick Film Resistors - SMD 0603 470ohms 1% Tol|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF4700V%26seller%3DMouser%26sku%3D667-ERJ-3EKF4700V%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF4700V%26seller%3DMouser%26sku%3D667-ERJ-3EKF4700V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-3EKF4700V{URL.TIP}Manufacturer|Mouser|EUR|25904|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF4700V%26seller%3DMouser%26sku%3D667-ERJ-3EKF4700V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERJ-3EKF4700V{URL.TIP}Supplier|2|40|0.012|0.48|1
17|R6, R8|33R|RESISTOR|0603_res_SMALL|Thick Film Resistors - SMD 0603 33.0ohms 1% Tol|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF33R0V%26seller%3DMouser%26sku%3D667-ERJ-3EKF33R0V%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF33R0V%26seller%3DMouser%26sku%3D667-ERJ-3EKF33R0V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-3EKF33R0V{URL.TIP}Manufacturer|Mouser|EUR|216662|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-3EKF33R0V%26seller%3DMouser%26sku%3D667-ERJ-3EKF33R0V%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-ERJ-3EKF33R0V{URL.TIP}Supplier|2|40|0.012|0.48|1
18|SW3, SW4|EVQ-P2202M|BUTTON TACTILE|BUTTON_4.7x3.5mm|Tactile Switches 4.7x3.5mm SMD Light Touch Switch|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEVQ-P2202M%26seller%3DMouser%26sku%3D667-EVQ-P2202M%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEVQ-P2202M%26seller%3DMouser%26sku%3D667-EVQ-P2202M%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}EVQ-P2202M{URL.TIP}Manufacturer|Mouser|EUR|23022|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DEVQ-P2202M%26seller%3DMouser%26sku%3D667-EVQ-P2202M%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}667-EVQ-P2202M{URL.TIP}Supplier|2|40|0.553|22.12|1
19|U1|LPC11U35FHI33/501||QFN32_0.5mm_PAD|ARM Microcontrollers - MCU 32-bit ARM Cortex-M0 64KB Flash 12KB SRAM|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Semiconductors%26mpn%3DLPC11U35FHI33%252F501%252C%26seller%3DMouser%26sku%3D771-LPC11U35FHI33501%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}NXP%20Semiconductors{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Semiconductors%26mpn%3DLPC11U35FHI33%252F501%252C%26seller%3DMouser%26sku%3D771-LPC11U35FHI33501%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LPC11U35FHI33%2F501,{URL.TIP}Manufacturer|Mouser|EUR|5015|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DNXP%2520Semiconductors%26mpn%3DLPC11U35FHI33%252F501%252C%26seller%3DMouser%26sku%3D771-LPC11U35FHI33501%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}771-LPC11U35FHI33501{URL.TIP}Supplier|1|20|3.26|65.2|1
20|U2|TPS78233||SOT23-5_0.95mm-NOSILK|LDO Voltage Regulators Sgl Fixed Out LDO 150mA,1uA Quies Crnt|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTPS78233DDCR%26seller%3DMouser%26sku%3D595-TPS78233DDCR%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTPS78233DDCR%26seller%3DMouser%26sku%3D595-TPS78233DDCR%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}TPS78233DDCR{URL.TIP}Manufacturer|Mouser|EUR|23179|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DTPS78233DDCR%26seller%3DMouser%26sku%3D595-TPS78233DDCR%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}595-TPS78233DDCR{URL.TIP}Supplier|1|20|0.621|12.42|1
21|Y1|12MHz|CRYSTAL|CRY-SMD4-2.5x2mm|Crystals 12MHz 30ppm 18pF -20C +70C|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%2520Corporation%26mpn%3D8Z-12.000MAAJ-T%26seller%3DMouser%26sku%3D717-8Z-12.000MAAJ-T%26country%3DGB%26channel%3DBOM%2520Report%26{URL.TEXT}TXC%20Corporation{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%2520Corporation%26mpn%3D8Z-12.000MAAJ-T%26seller%3DMouser%26sku%3D717-8Z-12.000MAAJ-T%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}8Z-12.000MAAJ-T{URL.TIP}Manufacturer|Mouser|EUR|2369|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTXC%2520Corporation%26mpn%3D8Z-12.000MAAJ-T%26seller%3DMouser%26sku%3D717-8Z-12.000MAAJ-T%26country%3DGB%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}717-8Z-12.000MAAJ-T{URL.TIP}Supplier|1|20|1.16|23.2|1
